,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
3131,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.19444444444444445,0.0
3135,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.4418604651162791,0.8611111111111112,0.0
3136,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.4418604651162791,0.19444444444444445,0.0
3138,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.37209302325581395,0.5,0.0
3139,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.1937984496124031,0.8611111111111112,0.0
3141,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.5968992248062015,0.8611111111111112,0.0
3144,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.9147286821705426,0.8611111111111112,0.0
3147,0.0,1.0,0.0,0.75,0.6666666666666666,0.08333333333333333,0.06976744186046512,0.3333333333333333,0.0
3150,0.0,1.0,1.0,0.0,0.0,0.08333333333333333,0.46511627906976744,0.0,0.0
3151,0.0,1.0,0.0,0.25,0.0,0.75,0.4418604651162791,0.19444444444444445,0.0
3153,0.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.9689922480620154,0.5,0.0
3155,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.24806201550387597,0.5,0.0
3156,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.07751937984496124,0.8611111111111112,0.0
3162,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.07751937984496124,0.5,0.0
3167,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.5736434108527132,0.8611111111111112,0.0
3171,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.07751937984496124,0.5,0.0
3180,0.0,1.0,0.0,0.25,0.16666666666666666,0.75,0.9147286821705426,0.3611111111111111,0.0
3187,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.9147286821705426,0.3333333333333333,0.0
3193,0.0,1.0,1.0,0.25,0.5,0.08333333333333333,0.3875968992248062,0.4444444444444444,0.0
3199,1.0,1.0,1.0,0.0,0.5,0.4166666666666667,0.4418604651162791,0.6111111111111112,0.0
3200,0.0,0.0,0.0,0.25,0.3333333333333333,0.75,0.46511627906976744,0.8611111111111112,0.0
3203,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.3023255813953488,0.5,0.0
3204,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.3875968992248062,0.19444444444444445,0.0
3207,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.24806201550387597,0.5833333333333334,0.0
3209,0.0,0.0,1.0,0.25,0.16666666666666666,0.25,0.17054263565891473,0.5,0.0
3212,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.9147286821705426,0.6111111111111112,0.0
3215,0.0,1.0,0.0,0.25,1.0,0.3333333333333333,0.3953488372093023,0.19444444444444445,0.0
3219,0.0,1.0,1.0,0.25,0.0,0.4166666666666667,0.17054263565891473,0.5,0.0
3223,0.0,1.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.24031007751937986,0.3055555555555556,0.0
3230,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.4418604651162791,0.5,1.0
3238,0.0,0.0,1.0,0.25,0.8333333333333334,0.3333333333333333,0.17054263565891473,0.3333333333333333,0.0
3239,0.0,1.0,1.0,0.25,0.8333333333333334,0.75,0.46511627906976744,0.25,0.0
3240,1.0,1.0,0.0,0.25,0.8333333333333334,0.75,0.17054263565891473,0.25,0.0
3242,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.5271317829457365,0.2777777777777778,1.0
3248,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.17054263565891473,0.19444444444444445,0.0
3249,0.0,1.0,1.0,0.25,0.0,0.4166666666666667,0.5736434108527132,0.5,0.0
3250,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.3488372093023256,0.7222222222222222,0.0
3251,0.0,1.0,1.0,0.25,0.3333333333333333,0.75,0.5736434108527132,0.6111111111111112,0.0
3255,0.0,1.0,1.0,0.25,1.0,0.75,0.5736434108527132,0.5,0.0
3256,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.3023255813953488,0.3888888888888889,0.0
3260,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.8992248062015504,0.5,0.0
3267,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.40310077519379844,0.4722222222222222,0.0
3269,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.6744186046511628,0.6388888888888888,1.0
3270,0.0,1.0,1.0,0.25,0.8333333333333334,0.5,0.06201550387596899,0.5555555555555556,0.0
3271,0.0,1.0,1.0,0.25,0.8333333333333334,0.75,0.5891472868217055,0.8611111111111112,0.0
3273,1.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.5,0.0
3277,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.18604651162790697,0.3333333333333333,0.0
3280,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.3333333333333333,0.0
3281,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
3283,0.0,1.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.24031007751937986,0.3055555555555556,0.0
3285,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.5736434108527132,0.8611111111111112,0.0
3288,0.0,1.0,1.0,0.25,0.16666666666666666,0.08333333333333333,0.8992248062015504,0.4722222222222222,0.0
3289,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.5736434108527132,0.8611111111111112,0.0
3290,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.07751937984496124,0.5,0.0
3291,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
3295,0.0,0.0,0.0,0.75,1.0,0.16666666666666666,0.37209302325581395,0.4444444444444444,0.0
3296,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.18604651162790697,0.3333333333333333,0.0
3299,0.0,1.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.24031007751937986,0.5,0.0
3301,0.0,0.0,0.0,0.25,1.0,0.75,0.5736434108527132,0.8611111111111112,0.0
3302,1.0,1.0,1.0,0.25,1.0,0.75,0.46511627906976744,0.6111111111111112,0.0
3305,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.2868217054263566,0.6388888888888888,0.0
3307,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.8604651162790697,0.6388888888888888,0.0
3310,1.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.8217054263565892,0.19444444444444445,1.0
3313,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.1937984496124031,0.8611111111111112,0.0
3317,0.0,0.0,0.0,0.25,0.3333333333333333,0.4166666666666667,0.046511627906976744,0.5,0.0
3318,0.0,0.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.8604651162790697,0.5,0.0
3319,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.23255813953488372,0.3333333333333333,0.0
3322,0.0,1.0,0.0,0.25,0.16666666666666666,0.08333333333333333,0.6821705426356589,0.6666666666666666,0.0
3323,0.0,1.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.24031007751937986,0.5,0.0
3324,0.0,1.0,0.0,0.25,0.3333333333333333,0.75,0.3023255813953488,0.19444444444444445,0.0
3327,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.4418604651162791,0.3333333333333333,0.0
3329,0.0,1.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.24031007751937986,0.3055555555555556,0.0
3331,0.0,0.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.3023255813953488,0.8611111111111112,0.0
3332,0.0,0.0,0.0,0.25,1.0,0.16666666666666666,0.3875968992248062,0.4444444444444444,0.0
3336,0.0,1.0,1.0,0.25,0.6666666666666666,0.08333333333333333,0.3023255813953488,0.3611111111111111,0.0
3337,0.0,0.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.3333333333333333,0.0
3340,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
3341,0.0,1.0,0.0,0.0,0.6666666666666666,0.5833333333333334,0.5736434108527132,0.6111111111111112,0.0
3343,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.4418604651162791,0.027777777777777776,0.0
3345,0.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.0,0.19444444444444445,1.0
3346,0.0,1.0,0.0,0.25,0.0,0.75,0.6821705426356589,0.5,0.0
3350,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.7222222222222222,0.0
3351,0.0,1.0,1.0,0.25,0.6666666666666666,0.4166666666666667,0.46511627906976744,0.1388888888888889,0.0
3354,0.0,1.0,1.0,0.25,0.6666666666666666,0.75,0.46511627906976744,0.5,0.0
3360,0.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.3875968992248062,0.5,0.0
3363,0.0,1.0,1.0,0.25,0.8333333333333334,0.4166666666666667,0.6821705426356589,0.1388888888888889,0.0
3364,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.6666666666666666,0.1388888888888889,0.0
3365,0.0,1.0,1.0,0.25,0.0,0.75,0.46511627906976744,0.8611111111111112,0.0
3366,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.7906976744186046,0.75,0.0
3371,0.0,1.0,0.0,0.25,0.0,0.75,0.3023255813953488,0.5,0.0
3372,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.16666666666666666,0.0
3373,0.0,1.0,1.0,0.25,0.16666666666666666,0.08333333333333333,0.3023255813953488,0.8611111111111112,0.0
3374,0.0,1.0,0.0,0.75,0.8333333333333334,0.08333333333333333,0.3875968992248062,0.4444444444444444,0.0
3375,1.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.3333333333333333,0.0
3376,1.0,0.0,0.0,0.25,0.0,0.08333333333333333,0.46511627906976744,0.6111111111111112,0.0
3378,0.0,1.0,0.0,0.25,0.16666666666666666,0.75,0.17054263565891473,0.3333333333333333,0.0
3380,0.0,1.0,1.0,0.25,0.8333333333333334,0.75,0.6666666666666666,0.0,0.0
3383,0.0,0.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
3385,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.2248062015503876,0.25,0.0
3387,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
3389,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.24806201550387597,0.5833333333333334,0.0
3390,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
3393,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.07751937984496124,0.5,0.0
3394,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.17054263565891473,0.8611111111111112,0.0
3396,0.0,1.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.24031007751937986,0.3055555555555556,0.0
3398,0.0,1.0,1.0,0.25,0.8333333333333334,0.75,0.5658914728682171,0.5,0.0
3399,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.9147286821705426,0.8611111111111112,0.0
3401,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.8611111111111112,0.0
3408,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.17054263565891473,0.3333333333333333,0.0
3410,1.0,1.0,1.0,0.5,0.16666666666666666,0.4166666666666667,0.8062015503875969,1.0,0.0
3416,1.0,1.0,0.0,0.25,1.0,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
3417,0.0,1.0,0.0,0.25,0.8333333333333334,0.4166666666666667,0.4418604651162791,0.2222222222222222,0.0
3418,0.0,1.0,1.0,0.0,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.5,0.0
3422,0.0,0.0,1.0,0.25,0.16666666666666666,0.25,0.17054263565891473,0.5,0.0
3423,0.0,1.0,1.0,0.25,0.8333333333333334,0.75,0.9147286821705426,0.3333333333333333,0.0
3425,1.0,1.0,1.0,0.25,0.0,0.5833333333333334,0.23255813953488372,0.6111111111111112,0.0
3427,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.07751937984496124,0.5,0.0
3429,0.0,1.0,1.0,1.0,0.6666666666666666,0.75,0.8604651162790697,0.1111111111111111,0.0
3431,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.5736434108527132,0.3333333333333333,0.0
3434,0.0,1.0,0.0,0.25,1.0,0.75,0.5736434108527132,0.0,0.0
3437,0.0,1.0,0.0,0.0,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
3438,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.7222222222222222,1.0
3439,0.0,0.0,1.0,0.25,1.0,0.3333333333333333,0.8682170542635659,0.5,0.0
3440,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.17054263565891473,0.19444444444444445,0.0
3442,0.0,1.0,0.0,0.5,0.16666666666666666,0.75,0.11627906976744186,0.5555555555555556,0.0
3443,0.0,0.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.34108527131782945,0.6111111111111112,0.0
3446,1.0,1.0,1.0,0.25,0.0,0.3333333333333333,0.5116279069767442,0.6388888888888888,0.0
3447,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.6111111111111112,0.0
3449,0.0,0.0,0.0,0.25,1.0,0.75,0.7906976744186046,0.75,0.0
3450,0.0,0.0,1.0,0.75,0.6666666666666666,0.5833333333333334,0.5503875968992248,0.8611111111111112,0.0
3455,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.24806201550387597,0.7222222222222222,0.0
3456,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.7209302325581395,0.0,0.0
3457,1.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.23255813953488372,0.5,0.0
3458,0.0,1.0,1.0,0.25,0.8333333333333334,0.4166666666666667,0.7209302325581395,0.8333333333333334,0.0
3459,0.0,1.0,1.0,0.25,1.0,0.75,0.4418604651162791,0.5,0.0
3464,0.0,1.0,1.0,0.25,1.0,0.08333333333333333,0.4418604651162791,0.5,0.0
3465,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.17054263565891473,0.6666666666666666,0.0
3470,0.0,0.0,0.0,0.25,0.8333333333333334,0.16666666666666666,0.6744186046511628,0.5,0.0
3471,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.17829457364341086,0.6388888888888888,0.0
3472,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.05426356589147287,0.3333333333333333,0.0
3483,0.0,1.0,0.0,0.25,1.0,0.08333333333333333,0.8527131782945736,0.19444444444444445,0.0
3487,0.0,1.0,0.0,0.25,0.0,0.0,0.20155038759689922,0.19444444444444445,0.0
3488,0.0,0.0,0.0,0.25,0.0,0.0,0.9147286821705426,0.8611111111111112,0.0
3489,0.0,0.0,1.0,0.25,0.8333333333333334,0.4166666666666667,0.6666666666666666,0.5555555555555556,0.0
3491,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.18604651162790697,0.6111111111111112,0.0
3492,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.24031007751937986,0.3055555555555556,0.0
3494,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.37209302325581395,0.5,0.0
3501,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.6976744186046512,0.19444444444444445,0.0
3502,0.0,0.0,0.0,0.25,0.0,0.0,0.4573643410852713,0.027777777777777776,0.0
3505,0.0,1.0,1.0,0.25,0.8333333333333334,0.75,0.4418604651162791,0.5,0.0
3508,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.9147286821705426,0.8611111111111112,0.0
3509,0.0,0.0,0.0,0.25,0.0,0.75,0.17829457364341086,0.3333333333333333,0.0
3511,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.3178294573643411,0.3333333333333333,0.0
3514,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.3023255813953488,0.5555555555555556,0.0
3515,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.5891472868217055,0.5555555555555556,0.0
3517,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
3520,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.5736434108527132,0.1388888888888889,0.0
3521,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.17829457364341086,0.6111111111111112,0.0
3522,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.4418604651162791,0.1388888888888889,0.0
3523,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.5736434108527132,0.8611111111111112,0.0
3524,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.4418604651162791,0.5555555555555556,0.0
3530,0.0,1.0,0.0,0.25,0.3333333333333333,0.75,0.3023255813953488,0.5277777777777778,0.0
3534,0.0,1.0,0.0,0.25,0.3333333333333333,0.75,0.3023255813953488,0.19444444444444445,0.0
3537,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.2868217054263566,0.5,0.0
3538,0.0,1.0,1.0,0.25,0.3333333333333333,0.75,0.5116279069767442,0.5555555555555556,0.0
3541,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.2868217054263566,0.19444444444444445,0.0
3544,0.0,1.0,0.0,0.25,0.8333333333333334,0.75,0.4418604651162791,0.5,0.0
3545,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.2868217054263566,0.19444444444444445,0.0
3548,1.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.6111111111111112,0.0
3549,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.40310077519379844,0.16666666666666666,0.0
3550,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
3553,0.0,1.0,1.0,0.25,0.16666666666666666,0.75,0.5736434108527132,0.6111111111111112,0.0
3554,0.0,0.0,0.0,0.25,0.8333333333333334,0.75,0.8217054263565892,0.6388888888888888,0.0
3559,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6388888888888888,0.0
3566,0.0,1.0,1.0,0.25,0.0,0.0,0.46511627906976744,0.75,0.0
3567,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.7906976744186046,0.027777777777777776,0.0
3568,0.0,0.0,0.0,0.25,0.0,0.3333333333333333,0.5038759689922481,0.027777777777777776,0.0
3571,0.0,1.0,1.0,0.25,0.3333333333333333,0.0,0.46511627906976744,0.75,0.0
3572,0.0,1.0,1.0,0.25,0.0,0.3333333333333333,0.3875968992248062,0.19444444444444445,0.0
3573,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.9534883720930233,0.1388888888888889,0.0
3574,0.0,1.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.24031007751937986,0.3055555555555556,0.0
3575,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.5736434108527132,1.0,0.0
3579,0.0,1.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.5736434108527132,0.027777777777777776,0.0
3580,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.46511627906976744,0.8611111111111112,0.0
3584,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.6944444444444444,0.0
3588,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.027777777777777776,0.0
3591,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
3592,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.17054263565891473,0.5,0.0
3594,0.0,1.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.7596899224806202,0.7222222222222222,0.0
3595,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.6744186046511628,0.3333333333333333,0.0
3597,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
3599,0.0,0.0,1.0,0.25,0.0,0.08333333333333333,0.2713178294573643,0.1388888888888889,0.0
3605,0.0,1.0,1.0,1.0,0.8333333333333334,0.75,0.20930232558139536,0.8611111111111112,0.0
3606,0.0,0.0,1.0,0.25,0.0,0.08333333333333333,0.9147286821705426,0.5,0.0
3607,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
3608,0.0,1.0,0.0,0.25,0.0,0.3333333333333333,0.3023255813953488,0.1388888888888889,1.0
3609,1.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.8217054263565892,0.19444444444444445,1.0
3611,0.0,1.0,0.0,0.25,0.0,0.3333333333333333,0.3023255813953488,0.1388888888888889,1.0
3618,0.0,1.0,0.0,0.25,0.0,0.3333333333333333,0.3023255813953488,0.8611111111111112,1.0
3620,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.17829457364341086,0.5,0.0
3621,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.5,0.0
3622,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.6111111111111112,0.0
3623,0.0,1.0,0.0,0.25,0.3333333333333333,0.75,0.20155038759689922,0.8611111111111112,0.0
3624,0.0,1.0,1.0,0.0,0.8333333333333334,0.4166666666666667,0.4418604651162791,0.5,0.0
3625,0.0,1.0,0.0,0.25,0.3333333333333333,0.75,0.20155038759689922,0.8611111111111112,0.0
3626,0.0,1.0,0.0,0.25,0.3333333333333333,0.75,0.20155038759689922,0.8611111111111112,0.0
3630,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.9147286821705426,0.8611111111111112,0.0
3631,0.0,1.0,0.0,0.25,1.0,0.75,0.20155038759689922,0.19444444444444445,0.0
3633,0.0,1.0,1.0,0.25,0.0,0.75,0.20155038759689922,0.8611111111111112,0.0
3634,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.19444444444444445,0.0
3635,0.0,1.0,1.0,0.25,0.0,0.75,0.20155038759689922,0.8611111111111112,0.0
3636,0.0,1.0,0.0,0.25,0.8333333333333334,0.0,0.5736434108527132,0.027777777777777776,0.0
3640,0.0,1.0,1.0,0.25,1.0,0.75,0.17054263565891473,0.5,0.0
3642,0.0,1.0,1.0,0.25,0.6666666666666666,0.4166666666666667,0.46511627906976744,0.6111111111111112,0.0
3644,1.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.17054263565891473,0.19444444444444445,1.0
3646,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.5736434108527132,0.8611111111111112,0.0
3647,0.0,0.0,0.0,0.25,0.0,0.75,0.3023255813953488,0.8611111111111112,0.0
3650,1.0,1.0,1.0,0.25,0.8333333333333334,0.75,0.37209302325581395,0.4444444444444444,0.0
3653,0.0,1.0,1.0,1.0,0.0,0.75,0.3023255813953488,0.027777777777777776,0.0
3655,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.5736434108527132,0.8611111111111112,0.0
3658,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
3659,0.0,1.0,0.0,0.25,0.3333333333333333,0.75,0.3023255813953488,0.6388888888888888,0.0
3660,1.0,1.0,0.0,0.25,0.3333333333333333,0.75,0.32558139534883723,0.8611111111111112,0.0
3661,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.7906976744186046,0.75,0.0
3662,0.0,0.0,0.0,0.25,0.16666666666666666,0.08333333333333333,0.5503875968992248,0.3611111111111111,0.0
3664,0.0,1.0,1.0,0.25,0.16666666666666666,0.08333333333333333,0.46511627906976744,0.8611111111111112,0.0
3665,0.0,1.0,1.0,0.25,0.3333333333333333,0.75,0.3643410852713178,0.08333333333333333,0.0
3669,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.5736434108527132,0.05555555555555555,0.0
3670,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.5038759689922481,0.8611111111111112,0.0
3674,1.0,0.0,0.0,0.25,1.0,0.08333333333333333,0.4418604651162791,0.5,0.0
3675,0.0,1.0,1.0,0.25,1.0,0.08333333333333333,0.4418604651162791,0.8611111111111112,0.0
3679,0.0,0.0,0.0,0.25,0.0,0.4166666666666667,0.8449612403100775,0.5,0.0
3680,0.0,1.0,1.0,0.25,0.16666666666666666,0.75,0.17054263565891473,0.16666666666666666,0.0
3687,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.9069767441860465,0.027777777777777776,0.0
3688,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.9069767441860465,0.027777777777777776,0.0
3689,0.0,0.0,1.0,0.0,0.3333333333333333,0.4166666666666667,0.17054263565891473,0.5,0.0
3692,0.0,1.0,1.0,0.25,0.8333333333333334,0.75,0.46511627906976744,0.3333333333333333,0.0
3693,0.0,1.0,1.0,0.25,0.8333333333333334,0.0,0.3023255813953488,0.19444444444444445,0.0
3694,0.0,0.0,1.0,0.5,0.3333333333333333,0.75,0.23255813953488372,0.3055555555555556,0.0
3698,0.0,0.0,1.0,0.25,0.8333333333333334,0.4166666666666667,0.3875968992248062,0.6388888888888888,0.0
3701,0.0,1.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.43410852713178294,0.8888888888888888,0.0
3702,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.17054263565891473,0.8611111111111112,0.0
3703,0.0,0.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.8062015503875969,0.8611111111111112,0.0
3708,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
3711,0.0,1.0,1.0,0.0,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,1.0
3712,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.8682170542635659,0.6111111111111112,0.0
3713,0.0,0.0,0.0,0.25,0.8333333333333334,0.75,0.4418604651162791,0.5,0.0
3715,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.3023255813953488,0.5555555555555556,0.0
3718,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
3719,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.17054263565891473,0.3333333333333333,0.0
3721,0.0,1.0,1.0,0.25,1.0,0.8333333333333334,0.3875968992248062,0.4444444444444444,0.0
3724,1.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.5,0.0
3725,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.5736434108527132,0.8611111111111112,0.0
3727,0.0,0.0,0.0,0.0,0.8333333333333334,0.08333333333333333,0.9147286821705426,0.5,0.0
